,classid,skc,date_rcd,price,ie,discount,s,predict,MAPE
0,27050401.0,496572121187.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
1,27050401.0,496572121187.0,2.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
2,27050401.0,496572121187.0,3.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
3,27050401.0,496572121187.0,4.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
4,27050401.0,496572121187.0,5.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
5,27050401.0,496572121187.0,6.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
6,27050401.0,496572121187.0,7.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
7,27050401.0,496572121187.0,8.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
8,27050401.0,496572121187.0,9.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
9,27050401.0,496572121187.0,10.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
10,27050401.0,496572121187.0,11.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
11,27050401.0,496572121187.0,12.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
12,27050401.0,496572121187.0,13.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
13,27050401.0,496572121187.0,14.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
14,27050401.0,496572121187.0,15.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
15,27050401.0,496572121187.0,16.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
16,27050401.0,496572121187.0,17.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
17,27050401.0,496572121187.0,18.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
18,27050401.0,496572121187.0,19.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
19,27050401.0,496572121187.0,20.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
20,27050401.0,496572121187.0,21.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
21,27050401.0,496572121187.0,22.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
22,27050401.0,496572121187.0,23.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
23,27050401.0,496572121187.0,24.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
24,27050401.0,496572121187.0,25.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
25,27050401.0,496572121187.0,26.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
26,27050401.0,496572121187.0,27.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
27,27050401.0,496572121187.0,28.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
28,27050401.0,496572121187.0,29.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
29,27050401.0,496572121187.0,30.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
30,27050401.0,496572121187.0,31.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
31,27050401.0,496572121187.0,32.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
32,27050401.0,496572121187.0,33.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
33,27050401.0,496572121187.0,34.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
34,27050401.0,496572121187.0,35.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
35,27050401.0,496572121187.0,36.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
36,27050401.0,496572121187.0,37.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
37,27050401.0,496572121187.0,38.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
38,27050401.0,496572121187.0,39.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
39,27050401.0,496572121187.0,40.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
40,27050401.0,496572121187.0,41.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
41,27050401.0,496572121187.0,42.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
42,27050401.0,496572121187.0,43.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
43,27050401.0,496572121187.0,44.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
44,27050401.0,496572121187.0,45.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
45,27050401.0,496572121187.0,46.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
46,27050401.0,496572121187.0,47.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
47,27050401.0,496572121187.0,48.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
48,27050401.0,496572121187.0,49.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
49,27050401.0,496572121187.0,50.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
50,27050401.0,496572121187.0,51.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
51,27050401.0,496572121187.0,52.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
52,27050401.0,496572121187.0,53.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
53,27050401.0,496572121187.0,54.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
54,27050401.0,496572121187.0,55.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
55,27050401.0,496572121187.0,56.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
56,27050401.0,496572121187.0,57.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
57,27050401.0,496572121187.0,58.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
58,27050401.0,496572121187.0,59.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
59,27050401.0,496572121187.0,60.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
60,27050401.0,496572121187.0,61.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
61,27050401.0,496572121187.0,62.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
62,27050401.0,496572121187.0,63.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
63,27050401.0,496572121187.0,64.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
64,27050401.0,496572121187.0,65.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
65,27050401.0,496572121187.0,66.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
66,27050401.0,496572121187.0,67.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
67,27050401.0,496572121187.0,68.0,0.0,0.0,0.0,0.0,0.0,0.9277777777777777
68,27050401.0,496572121187.0,69.0,123.75,619.0,1.0,2.0,1.0,0.9277777777777777
69,27050401.0,496572121187.0,70.0,107.29166666666669,1062.0,0.8670033670033671,6.0,6.0,0.9277777777777777
70,27050401.0,496572121187.0,71.0,113.75,1020.0,0.9191919191919192,4.0,0.0,0.9277777777777777
71,27050401.0,496572121187.0,72.0,119.58333333333331,1002.0,0.9663299663299664,3.0,0.0,0.9277777777777777
72,27050401.0,496572121187.0,73.0,112.67857142857143,1197.0,0.9105339105339104,7.0,4.0,0.9277777777777777
73,27050401.0,496572121187.0,74.0,111.25,1180.0,0.898989898989899,3.0,2.0,0.9277777777777777
74,27050401.0,496572121187.0,75.0,108.4375,1148.0,0.8762626262626263,4.0,7.0,0.9277777777777777
75,27050401.0,496572121187.0,76.0,113.75,1135.0,0.9191919191919192,3.0,0.0,0.9277777777777777
76,27050401.0,496572121187.0,77.0,98.92857142857143,1091.0,0.7994227994227995,7.0,7.0,0.9277777777777777
77,27050401.0,496572121187.0,78.0,80.53571428571429,1058.0,0.6507936507936508,7.0,7.0,0.9277777777777777
78,27050401.0,496572121187.0,79.0,115.20833333333331,1038.0,0.9309764309764308,6.0,11.0,0.9277777777777777
79,27050401.0,496572121187.0,80.0,108.33333333333331,984.0,0.8754208754208754,6.0,8.0,0.9277777777777777
80,27050401.0,496572121187.0,81.0,115.75,954.0,0.9353535353535354,5.0,7.0,0.9277777777777777
81,27050401.0,496572121187.0,82.0,111.875,938.0,0.904040404040404,2.0,3.0,0.9277777777777777
82,27050401.0,496572121187.0,83.0,120.625,914.0,0.9747474747474748,4.0,6.0,0.9277777777777777
83,27050401.0,496572121187.0,84.0,80.0,894.0,0.6464646464646465,2.0,3.0,0.9277777777777777
84,27050401.0,496572121187.0,85.0,113.33333333333331,874.0,0.9158249158249158,3.0,4.0,0.9277777777777777
85,27050401.0,496572121187.0,86.0,113.75,839.0,0.9191919191919192,2.0,3.0,0.9277777777777777
86,27050401.0,496572121187.0,87.0,76.5625,817.0,0.6186868686868687,4.0,0.0,0.9277777777777777
87,27050401.0,496572121187.0,88.0,119.375,787.0,0.9646464646464646,4.0,4.0,0.9277777777777777
88,27050401.0,496572121187.0,89.0,115.0,761.0,0.9292929292929292,2.0,4.0,0.9277777777777777
89,27050401.0,496572121187.0,90.0,117.5,732.0,0.9494949494949496,4.0,3.0,0.9277777777777777
90,27050401.0,496572121187.0,91.0,102.70833333333331,701.0,0.8299663299663299,6.0,0.0,0.9277777777777777
91,27050401.0,496572121187.0,92.0,81.71875,655.0,0.6603535353535354,8.0,15.0,0.9277777777777777
92,27050401.0,496572121187.0,93.0,120.0,618.0,0.9696969696969696,3.0,9.0,0.9277777777777777
93,27050401.0,496572121187.0,94.0,116.0,581.0,0.9373737373737374,5.0,5.0,0.9277777777777777
94,27050401.0,496572121187.0,95.0,95.5,551.0,0.7717171717171717,5.0,14.0,0.9277777777777777
95,27050401.0,496572121187.0,96.0,80.20833333333333,492.0,0.6481481481481481,6.0,13.0,0.9277777777777777
96,27050401.0,496572121187.0,97.0,92.5,459.0,0.7474747474747475,4.0,5.0,0.9277777777777777
97,27050401.0,496572121187.0,98.0,87.8125,433.0,0.7095959595959596,4.0,6.0,0.9277777777777777
98,27050401.0,496572121187.0,99.0,110.0,406.0,0.8888888888888888,3.0,11.0,0.9277777777777777
99,27050401.0,496572121187.0,100.0,113.75,391.0,0.9191919191919192,3.0,3.0,0.9277777777777777
100,27050401.0,496572121187.0,101.0,101.875,367.0,0.8232323232323232,4.0,11.0,0.9277777777777777
101,27050401.0,496572121187.0,102.0,90.41666666666669,346.0,0.7306397306397306,3.0,3.0,0.9277777777777777
102,27050401.0,496572121187.0,103.0,112.5,325.0,0.9090909090909092,1.0,1.0,0.9277777777777777
103,27050401.0,496572121187.0,104.0,45.625,315.0,0.3686868686868687,4.0,8.0,0.9277777777777777
104,27050401.0,890572120230.0,1.0,0.0,0.0,0.0,0.0,0.0,1.584280303030303
105,27050401.0,890572120230.0,2.0,0.0,0.0,0.0,0.0,0.0,1.584280303030303
106,27050401.0,890572120230.0,3.0,0.0,0.0,0.0,0.0,0.0,1.584280303030303
107,27050401.0,890572120230.0,4.0,0.0,0.0,0.0,0.0,0.0,1.584280303030303
108,27050401.0,890572120230.0,5.0,0.0,0.0,0.0,0.0,0.0,1.584280303030303
109,27050401.0,890572120230.0,6.0,0.0,0.0,0.0,0.0,0.0,1.584280303030303
110,27050401.0,890572120230.0,7.0,0.0,0.0,0.0,0.0,0.0,1.584280303030303
111,27050401.0,890572120230.0,8.0,0.0,0.0,0.0,0.0,0.0,1.584280303030303
112,27050401.0,890572120230.0,9.0,0.0,0.0,0.0,0.0,0.0,1.584280303030303
