,classid,skc,date_rcd,s,price,ie,discount,predict,MAPE
0,27050401.0,496572121187.0,1.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
1,27050401.0,496572121187.0,2.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
2,27050401.0,496572121187.0,3.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
3,27050401.0,496572121187.0,4.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
4,27050401.0,496572121187.0,5.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
5,27050401.0,496572121187.0,6.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
6,27050401.0,496572121187.0,7.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
7,27050401.0,496572121187.0,8.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
8,27050401.0,496572121187.0,9.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
9,27050401.0,496572121187.0,10.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
10,27050401.0,496572121187.0,11.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
11,27050401.0,496572121187.0,12.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
12,27050401.0,496572121187.0,13.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
13,27050401.0,496572121187.0,14.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
14,27050401.0,496572121187.0,15.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
15,27050401.0,496572121187.0,16.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
16,27050401.0,496572121187.0,17.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
17,27050401.0,496572121187.0,18.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
18,27050401.0,496572121187.0,19.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
19,27050401.0,496572121187.0,20.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
20,27050401.0,496572121187.0,21.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
21,27050401.0,496572121187.0,22.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
22,27050401.0,496572121187.0,23.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
23,27050401.0,496572121187.0,24.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
24,27050401.0,496572121187.0,25.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
25,27050401.0,496572121187.0,26.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
26,27050401.0,496572121187.0,27.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
27,27050401.0,496572121187.0,28.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
28,27050401.0,496572121187.0,29.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
29,27050401.0,496572121187.0,30.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
30,27050401.0,496572121187.0,31.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
31,27050401.0,496572121187.0,32.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
32,27050401.0,496572121187.0,33.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
33,27050401.0,496572121187.0,34.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
34,27050401.0,496572121187.0,35.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
35,27050401.0,496572121187.0,36.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
36,27050401.0,496572121187.0,37.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
37,27050401.0,496572121187.0,38.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
38,27050401.0,496572121187.0,39.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
39,27050401.0,496572121187.0,40.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
40,27050401.0,496572121187.0,41.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
41,27050401.0,496572121187.0,42.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
42,27050401.0,496572121187.0,43.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
43,27050401.0,496572121187.0,44.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
44,27050401.0,496572121187.0,45.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
45,27050401.0,496572121187.0,46.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
46,27050401.0,496572121187.0,47.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
47,27050401.0,496572121187.0,48.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
48,27050401.0,496572121187.0,49.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
49,27050401.0,496572121187.0,50.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
50,27050401.0,496572121187.0,51.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
51,27050401.0,496572121187.0,52.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
52,27050401.0,496572121187.0,53.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
53,27050401.0,496572121187.0,54.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
54,27050401.0,496572121187.0,55.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
55,27050401.0,496572121187.0,56.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
56,27050401.0,496572121187.0,57.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
57,27050401.0,496572121187.0,58.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
58,27050401.0,496572121187.0,59.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
59,27050401.0,496572121187.0,60.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
60,27050401.0,496572121187.0,61.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
61,27050401.0,496572121187.0,62.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
62,27050401.0,496572121187.0,63.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
63,27050401.0,496572121187.0,64.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
64,27050401.0,496572121187.0,65.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
65,27050401.0,496572121187.0,66.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
66,27050401.0,496572121187.0,67.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
67,27050401.0,496572121187.0,68.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
68,27050401.0,496572121187.0,69.0,2.0,123.75,619.0,1.0,1.0,0.44999999999999996
69,27050401.0,496572121187.0,70.0,6.0,107.29166666666669,1062.0,0.8670033670033671,11.0,0.44999999999999996
70,27050401.0,496572121187.0,71.0,4.0,113.75,1020.0,0.9191919191919192,4.0,0.44999999999999996
71,27050401.0,496572121187.0,72.0,3.0,119.58333333333331,1002.0,0.9663299663299664,1.0,0.44999999999999996
72,27050401.0,496572121187.0,73.0,7.0,112.67857142857143,1197.0,0.9105339105339104,0.0,0.44999999999999996
73,27050401.0,496572121187.0,74.0,3.0,111.25,1180.0,0.898989898989899,5.0,0.44999999999999996
74,27050401.0,496572121187.0,75.0,4.0,108.4375,1148.0,0.8762626262626263,2.0,0.44999999999999996
75,27050401.0,496572121187.0,76.0,3.0,113.75,1135.0,0.9191919191919192,5.0,0.44999999999999996
